crop,plant_id,plant_type,plant_name,plant_common_name,plant_taxon_level,plant_family,plant_genus,plant_species
species:physalis-virginiana,species:physalis-virginiana,non-crop,Physalis virginiana,"Virginia Groundcherry, Ground Cherry, Lanceleaf Groundcherry, Hog Plum, Husk Tomato",Species,Solanaceae,Physalis,Physalis virginiana
species:physostegia-virginiana,species:physostegia-virginiana,non-crop,Physostegia virginiana,"Obedient Plant, False Dragonhead, Obedience",Species,Lamiaceae,Physostegia,Physostegia virginiana
species:phytolacca-americana,species:phytolacca-americana,non-crop,Phytolacca americana,"American Pokeweed, Pokeberry, Inkberry, Poke Sallet",Species,Phytolaccaceae,Phytolacca,Phytolacca americana
species:pilea-cadierei,species:pilea-cadierei,non-crop,Pilea cadierei,"Aluminium Plant, Watermelon Pilea",Species,Urticaceae,Pilea,Pilea cadierei
species:plantago-lanceolata,species:plantago-lanceolata,non-crop,Plantago lanceolata,"Narrowleaf Plantain, English Plantain, Buckhorn, Lanceleaf Plantain, Ribwort, Buckhorn, Ribgrass",Species,Plantaginaceae,Plantago,Plantago lanceolata
species:plantago-virginica,species:plantago-virginica,non-crop,Plantago virginica,"Virginia Plantain, Dwarf Plantain, Southern Plantain, Hoary Plantain, Paleseed Indianwheat",Species,Plantaginaceae,Plantago,Plantago virginica
species:platanthera-ciliaris,species:platanthera-ciliaris,non-crop,Platanthera ciliaris,"Yellow Fringed Orchid, Orange Fringed Orchid",Species,Orchidaceae,Platanthera,Platanthera ciliaris
species:platanthera-clavellata,species:platanthera-clavellata,non-crop,Platanthera clavellata,"Small Green Wood Orchid, Club-Spur Orchid, Green Rein Orchid, Wood Orchid, Small Woodland Orchid",Species,Orchidaceae,Platanthera,Platanthera clavellata
species:platanthera-nivea,species:platanthera-nivea,non-crop,Platanthera nivea,"Snowy Orchid, Bog Torch, Frog Spear, White Frog Arrow, White Rein Orchid",Species,Orchidaceae,Platanthera,Platanthera nivea
species:platanthera-psycodes,species:platanthera-psycodes,non-crop,Platanthera psycodes,"Small Purple Fringed Orchid, Lesser Purple Fringed Orchid, Lesser Purple Fringed Bog-orchid",Species,Orchidaceae,Platanthera,Platanthera psycodes
species:platycodon-grandiflorus,species:platycodon-grandiflorus,non-crop,Platycodon grandiflorus,"Balloon Flower, Bellflower",Species,Campanulaceae,Platycodon,Platycodon grandiflorus
species:podophyllum-peltatum,species:podophyllum-peltatum,non-crop,Podophyllum peltatum,Mayapple,Species,Berberidaceae,Podophyllum,Podophyllum peltatum
species:pogonia-ophioglossoides,species:pogonia-ophioglossoides,non-crop,Pogonia ophioglossoides,"Rose Pogonia, Snakemouth Orchid, Rose Crested Orchid, Beard Flower, Sweet Crest Orchid",Species,Orchidaceae,Pogonia,Pogonia ophioglossoides
species:polemonium-pulcherrimum,species:polemonium-pulcherrimum,non-crop,Polemonium pulcherrimum,"Showy Jacob's Ladder, Jacob's Ladder, Skunky Polemonium, Skunkleaf Polemonium",Species,Polemoniaceae,Polemonium,Polemonium pulcherrimum
species:polygala-cruciata,species:polygala-cruciata,non-crop,Polygala cruciata,"Drumheads, Crossleaf Milkwort, Candy Root",Species,Polygonaceae,Polygala,Polygala cruciata
species:polygala-lutea,species:polygala-lutea,non-crop,Polygala lutea,"Orange Milkwort, Red-hot-poker, Candy Weed, Yellow Milkwort",Species,Polygonaceae,Polygala,Polygala lutea
species:polygala-nuttallii,species:polygala-nuttallii,non-crop,Polygala nuttallii,Nuttall's Milkwort,Species,Polygonaceae,Polygala,Polygala nuttallii
species:polygonatum-biflorum,species:polygonatum-biflorum,non-crop,Polygonatum biflorum,Smooth Solomon's Seal,Species,Asparagaceae,Polygonatum,Polygonatum biflorum
species:polymnia-canadensis,species:polymnia-canadensis,non-crop,Polymnia canadensis,"Whiteflower Leafcup, White Bear's Foot, Smallflower Leafcup",Species,Asteraceae,Polymnia,Polymnia canadensis
species:pontederia-cordata,species:pontederia-cordata,non-crop,Pontederia cordata,"Pickerelweed, Lanceleaf Pickerelweed, Heartleaf Pickerelweed, Pickerel Rush",Species,Pontederiaceae,Pontederia,Pontederia cordata
species:ponthieva-racemosa,species:ponthieva-racemosa,non-crop,Ponthieva racemosa,"Shadow Witch Orchid, Hairy Shadow Witch, Racemose Ponthieva",Species,Orchidaceae,Ponthieva,Ponthieva racemosa
species:porteranthus-trifoliatus,species:porteranthus-trifoliatus,non-crop,Porteranthus trifoliatus,"Bowman's Root, False Ipecac, Fawn's Breath, Dropwort, Indian Hippo",Species,Rosaceae,Porteranthus,Porteranthus trifoliatus
species:portulaca-grandiflora,species:portulaca-grandiflora,non-crop,portulaca grandiflora,Moss-Rose Purslane,Species,Portulacaceae,portulaca,portulaca grandiflora
species:potentilla-canadensis,species:potentilla-canadensis,non-crop,Potentilla canadensis,Dwarf Cinquefoil,Species,Rosaceae,Potentilla,Potentilla canadensis
species:potentilla-recta,species:potentilla-recta,non-crop,Potentilla recta,"Sulfur Cinquefoil, Roughfruit Cinquefoil",Species,Rosaceae,Potentilla,Potentilla recta
species:potentilla-simplex,species:potentilla-simplex,non-crop,Potentilla simplex,"Common Cinquefoil, Decumbent Five-finger, Old Field Cinquefoil",Species,Rosaceae,Potentilla,Potentilla simplex
species:prenanthes-serpentaria,species:prenanthes-serpentaria,non-crop,Prenanthes serpentaria,"Cankerweed, Lion's Foot, Snakeweed, Earthgall, Butterweed",Species,Asteraceae,Prenanthes,Prenanthes serpentaria
species:primula-vulgaris,species:primula-vulgaris,non-crop,Primula vulgaris,True Primrose,Species,Primulaceae,Primula,Primula vulgaris
species:prosartes-lanuginosa,species:prosartes-lanuginosa,non-crop,Prosartes lanuginosa,"Yellow Fairybells, Yellow Mandarin",Species,Liliaceae,Prosartes,Prosartes lanuginosa
species:prosartes-maculata,species:prosartes-maculata,non-crop,Prosartes maculata,"Nodding Mandarin, Spotted Mandarin, Spotted Fairybells",Species,Liliaceae,Prosartes,Prosartes maculata
species:prunella-vulgaris,species:prunella-vulgaris,non-crop,Prunella vulgaris,"Heal-All, Common Selfheal",Species,Lamiaceae,Prunella,Prunella vulgaris
species:prunus-americana,species:prunus-americana,non-crop,Prunus americana,"American Plum, Wild Plum",Species,Rosaceae,Prunus,Prunus americana
species:prunus-virginiana,species:prunus-virginiana,non-crop,Prunus virginiana,"Chokecherry, Western Chokecherry, Black Chokecherry",Species,Rosaceae,Prunus,Prunus virginiana
species:pueraria-montana,species:pueraria-montana,non-crop,Pueraria montana,"Kudzu, Vine-that-ate-the-South",Species,Fabaceae,Pueraria,Pueraria montana
species:purshia-stansburiana,species:purshia-stansburiana,non-crop,Purshia stansburiana,"Stansbury's Cliffrose, Cliff Rose, Quininebush",Species,Rosaceae,Purshia,Purshia stansburiana
species:pycnanthemum-incanum,species:pycnanthemum-incanum,non-crop,Pycnanthemum incanum,Hoary Mountain Mint,Species,Lamiaceae,Pycnanthemum,Pycnanthemum incanum
species:pyrola-americana,species:pyrola-americana,non-crop,Pyrola americana,"American Wintergreen, Round-leaved Pyrola, Rounded Shinleaf",Species,Ericaceae,Pyrola,Pyrola americana
species:ranunculus-abortivus,species:ranunculus-abortivus,non-crop,Ranunculus abortivus,"Littleleaf Buttercup, Littleleaf Crowfoot",Species,Ranunculaceae,Ranunculus,Ranunculus abortivus
species:ranunculus-asiaticus,species:ranunculus-asiaticus,non-crop,Ranunculus asiaticus,Persian Buttercup,Species,Ranunculaceae,Ranunculus,Ranunculus asiaticus
species:ranunculus-bulbosus,species:ranunculus-bulbosus,non-crop,Ranunculus bulbosus,Bulbous Buttercup,Species,Ranunculaceae,Ranunculus,Ranunculus bulbosus
species:ranunculus-glaberrimus,species:ranunculus-glaberrimus,non-crop,Ranunculus glaberrimus,"Sagebrush Buttercup, Shiny-leaved Buttercup, Early Buttercup, Elliptical Buttercup",Species,Ranunculaceae,Ranunculus,Ranunculus glaberrimus
species:ratibida-columnifera,species:ratibida-columnifera,non-crop,Ratibida columnifera,"Mexican Hat, Long-Headed Coneflower, Red Coneflower, Upright Prairie Coneflower, Thimbleflower",Species,Asteraceae,Ratibida,Ratibida columnifera
species:ratibida-pinnata,species:ratibida-pinnata,non-crop,Ratibida pinnata,"Pinnate Prairie Coneflower, Yellow Coneflower, Grayhead Coneflower",Species,Asteraceae,Ratibida,Ratibida pinnata
species:rhexia-mariana,species:rhexia-mariana,non-crop,Rhexia mariana,"Maryland Meadow Beauty, Pale Meadow Beauty",Species,Melastomataceae,Rhexia,Rhexia mariana
species:rhododendron-calendulaceum,species:rhododendron-calendulaceum,non-crop,Rhododendron calendulaceum,Flame Azalea,Species,Ericaceae,Rhododendron,Rhododendron calendulaceum
species:rhododendron-canescens,species:rhododendron-canescens,non-crop,Rhododendron canescens,"Florida Pinxter, Mountain Azalea, Pink Azalea, Hoary Azalea",Species,Ericaceae,Rhododendron,Rhododendron canescens
species:rhododendron-catawbiense,species:rhododendron-catawbiense,non-crop,Rhododendron catawbiense,"Catawba Rhododendron, Mountain Rosebay,Purple Rhododendron",Species,Ericaceae,Rhododendron,Rhododendron catawbiense
species:rhododendron-maximum,species:rhododendron-maximum,non-crop,Rhododendron maximum,"Rosebay Rhododendron, Great Laurel, White Laurel",Species,Ericaceae,Rhododendron,Rhododendron maximum
species:rhododendron-periclymenoides,species:rhododendron-periclymenoides,non-crop,Rhododendron periclymenoides,"Pink Azalea, Pinxter Flower",Species,Ericaceae,Rhododendron,Rhododendron periclymenoides
species:rhus-aromatica,species:rhus-aromatica,non-crop,Rhus aromatica,"Fragrant Sumac, Aromatic Sumac, Squawbush, Skunkbush, Lemon Sumac, Polecat Bush",Species,Anacardiaceae,Rhus,Rhus aromatica
species:rhus-copallinum,species:rhus-copallinum,non-crop,Rhus copallinum,"Winged Sumac, Shining Sumac, Flameleaf Sumac, Dwarf Sumac, Eastern Winged Sumac",Species,Anacardiaceae,Rhus,Rhus copallinum
species:rhus-glabra,species:rhus-glabra,non-crop,Rhus glabra,"Smooth Sumac, Scarlet Sumac",Species,Anacardiaceae,Rhus,Rhus glabra
species:rhynchospora-latifolia,species:rhynchospora-latifolia,non-crop,Rhynchospora latifolia,"Broadleaf White-topped Sedge, Sandswamp Whitetop Sedge",Species,Cyperaceae,Rhynchospora,Rhynchospora latifolia
species:richardia-grandiflora,species:richardia-grandiflora,non-crop,Richardia grandiflora,"Largeflower Mexican Clover, Largeflower Pusley, Florida Snow",Species,Rubiaceae,Richardia,Richardia grandiflora
species:rosa-canina,species:rosa-canina,non-crop,Rosa canina,"Dog Rose, Dog Brier, Common Briar",Species,Rosaceae,Rosa,Rosa canina
species:rosa-multiflora,species:rosa-multiflora,non-crop,Rosa multiflora,Multiflora Rose,Species,Rosaceae,Rosa,Rosa multiflora
species:rosa-palustris,species:rosa-palustris,non-crop,Rosa palustris,"Swamp Rose, Marsh Rose",Species,Rosaceae,Rosa,Rosa palustris
species:rosa-setigera,species:rosa-setigera,non-crop,Rosa setigera,"Prairie Rose, Climbing Rose, Climbing Prairie Rose, Climbing Wild Rose, Illinois Rose, Michigan Rose",Species,Rosaceae,Rosa,Rosa setigera
species:rosa-woodsii,species:rosa-woodsii,non-crop,Rosa woodsii,"Woods Rose, Common Wild Rose, Mountain Rose",Species,Rosaceae,Rosa,Rosa woodsii
species:rubus-argutus,species:rubus-argutus,non-crop,Rubus argutus,"Sawtooth Blackberry, Southern Blackberry, Highbush Blackberry",Species,Rosaceae,Rubus,Rubus argutus
species:rubus-flagellaris,species:rubus-flagellaris,non-crop,Rubus flagellaris,"Northern Dewberry, Common Dewberry",Species,Rosaceae,Rubus,Rubus flagellaris
species:rubus-odoratus,species:rubus-odoratus,non-crop,Rubus odoratus,"Purple-flowering Raspberry, Thimbleberry",Species,Rosaceae,Rubus,Rubus odoratus
species:rubus-parviflorus,species:rubus-parviflorus,non-crop,Rubus parviflorus,"Thimbleberry, Western Thimbleberry, Salmonberry, Mountain Sorrel, White Flowering Raspberry, Western Thimble Raspberry",Species,Rosaceae,Rubus,Rubus parviflorus
species:rudbeckia-fulgida,species:rudbeckia-fulgida,non-crop,Rudbeckia fulgida,Orange Coneflower,Species,Asteraceae,Rudbeckia,Rudbeckia fulgida
species:rudbeckia-hirta,species:rudbeckia-hirta,non-crop,Rudbeckia hirta,Black-Eyed Susan,Species,Asteraceae,Rudbeckia,Rudbeckia hirta
species:rudbeckia-laciniata,species:rudbeckia-laciniata,non-crop,Rudbeckia laciniata,"Green-headed Coneflower, Cutleaf Coneflower, Golden Glow",Species,Asteraceae,Rudbeckia,Rudbeckia laciniata
species:rudbeckia-triloba,species:rudbeckia-triloba,non-crop,Rudbeckia triloba,"Browneyed Susan, Thin-leaf Coneflower, Three-lobed Coneflower",Species,Asteraceae,Rudbeckia,Rudbeckia triloba
species:ruellia-caroliniensis,species:ruellia-caroliniensis,non-crop,Ruellia caroliniensis,Carolina Wild Petunia,Species,Acanthaceae,Ruellia,Ruellia caroliniensis
species:ruellia-tuberosa,species:ruellia-tuberosa,non-crop,Ruellia tuberosa,"Minnieroot, Fever Root, Snapdragon Root, Sheep Potato",Species,Acanthaceae,Ruellia,Ruellia tuberosa
species:rugelia-nudicaulis,species:rugelia-nudicaulis,non-crop,Rugelia nudicaulis,"Rugelia, Rugel's Indian Plantain, Rugel's Ragwort, Winter Well",Species,Asteraceae,Rugelia,Rugelia nudicaulis
species:russelia-equisetiformis,species:russelia-equisetiformis,non-crop,Russelia equisetiformis,"Fountainbush, Firecracker Plant, Coral Plant, Coral Fountain, Coralblow, Fountain Plant",Species,Plantaginaceae,Russelia,Russelia equisetiformis
species:sabatia-angularis,species:sabatia-angularis,non-crop,Sabatia angularis,"Rose Pink, Bitterbloom, Square-stemmed Sabbatia, Rose Gentian",Species,Gentianaceae,Sabatia,Sabatia angularis
species:sabatia-capitata,species:sabatia-capitata,non-crop,Sabatia capitata,"Appalachian Rose Gentian, Cumberland Rose Gentian",Species,Gentianaceae,Sabatia,Sabatia capitata
species:sagittaria-latifolia,species:sagittaria-latifolia,non-crop,Sagittaria latifolia,"Common Arrowhead, Arrowleaf, Burhead, Wapato, Duck-potato, Broadleaf Arrowhead",Species,Alismataceae,Sagittaria,Sagittaria latifolia
species:salvia-lyrata,species:salvia-lyrata,non-crop,Salvia lyrata,Lyreleaf Sage,Species,Lamiaceae,Salvia,Salvia lyrata
species:salvia-splendens,species:salvia-splendens,non-crop,Salvia splendens,Scarlet Sage,Species,Lamiaceae,Salvia,Salvia splendens
species:salvia-urticifolia,species:salvia-urticifolia,non-crop,Salvia urticifolia,"Nettleleaf Sage, Wild Sage",Species,Lamiaceae,Salvia,Salvia urticifolia
species:salvia-yangii,species:salvia-yangii,non-crop,Salvia yangii,Russian Sage,Species,Lamiaceae,Salvia,Salvia yangii
species:sambucus-nigra-ssp-canadensis,species:sambucus-nigra-ssp-canadensis,non-crop,Sambucus nigra ssp canadensis,"Common Elderberry, American Elderberry, American Black Elderberry",Species,Adoxaceae,Sambucus,Sambucus nigra ssp canadensis
species:sambucus-nigra-ssp-cerulea,species:sambucus-nigra-ssp-cerulea,non-crop,Sambucus nigra ssp cerulea,"Western Blue Elder, Blue Elderberry",Species,Adoxaceae,Sambucus,Sambucus nigra ssp cerulea
species:sambucus-racemosa,species:sambucus-racemosa,non-crop,Sambucus racemosa,"Red Elderberry, Red Elder, Rocky Mountain Elder, Scarlet Elderberry",Species,Adoxaceae,Sambucus,Sambucus racemosa
species:sanguinaria-canadensis,species:sanguinaria-canadensis,non-crop,Sanguinaria canadensis,"Bloodroot, Red Indian Paint, Red Puccoon",Species,Papaveraceae,Sanguinaria,Sanguinaria canadensis
species:sanguisorba-minor,species:sanguisorba-minor,non-crop,Sanguisorba minor,"Small Burnet, Salad burnet, Garden burnet",Species,Rosaceae,Sanguisorba,Sanguisorba minor
species:saponaria-officinalis,species:saponaria-officinalis,non-crop,Saponaria officinalis,"Bouncing Bet, Common Soapwort, Crow Soap, Wild Sweet William, Soapweed",Species,Caryophyllaceae,Saponaria,Saponaria officinalis
species:sarracenia-oreophila,species:sarracenia-oreophila,non-crop,Sarracenia oreophila,Green Pitcher Plant,Species,Sarraceniaceae,Sarracenia,Sarracenia oreophila
species:scaevola-aemula,species:scaevola-aemula,non-crop,Scaevola aemula,"Fairy Fan-Flower, Common Fan-Flower",Species,Goodeniaceae,Scaevola,Scaevola aemula
species:scilla-siberica,species:scilla-siberica,non-crop,Scilla siberica,Siberian Squill,Species,Asparagaceae,Scilla,Scilla siberica
species:scutellaria-angustifolia,species:scutellaria-angustifolia,non-crop,Scutellaria angustifolia,"Narrowleaf Skullcap, Small-flowered Skullcap",Species,Lamiaceae,Scutellaria,Scutellaria angustifolia
species:scutellaria-elliptica,species:scutellaria-elliptica,non-crop,Scutellaria elliptica,Hairy Skullcap,Species,Lamiaceae,Scutellaria,Scutellaria elliptica
species:scutellaria-integrifolia,species:scutellaria-integrifolia,non-crop,Scutellaria integrifolia,"Helmet Flower, Hissopleaf Skullcap, Helmet Skullcap, Hyssop Skullcap",Species,Lamiaceae,Scutellaria,Scutellaria integrifolia
species:scutellaria-ovata,species:scutellaria-ovata,non-crop,Scutellaria ovata,Heartleaf skullcap,Species,Lamiaceae,Scutellaria,Scutellaria ovata
species:scutellaria-parvula,species:scutellaria-parvula,non-crop,Scutellaria parvula,"Small Skullcap, Dwarf Skullcap, Little Skullcap",Species,Lamiaceae,Scutellaria,Scutellaria parvula
species:scutellaria-pseudoserrata,species:scutellaria-pseudoserrata,non-crop,Scutellaria pseudoserrata,"Southern Showy Skullcap, Falseteeth skullcap",Species,Lamiaceae,Scutellaria,Scutellaria pseudoserrata
species:sedum-leibergii,species:sedum-leibergii,non-crop,Sedum leibergii,Leiberg Stonecrop,Species,Crassulaceae,Sedum,Sedum leibergii
species:sedum-pulchellum,species:sedum-pulchellum,non-crop,Sedum pulchellum,"Widow's Cross, Glade Stonecrop, Widowscross, Lime Stonecrop, Pink Stonecrop",Species,Crassulaceae,Sedum,Sedum pulchellum
species:sedum-stenopetalum,species:sedum-stenopetalum,non-crop,Sedum stenopetalum,"Wormleaf Stonecrop, Narrow-leaved Sedum",Species,Crassulaceae,Sedum,Sedum stenopetalum
species:sedum-ternatum,species:sedum-ternatum,non-crop,Sedum ternatum,"Woodland Stonecrop, Wild Stonecrop, Woods Stonecrop",Species,Crassulaceae,Sedum,Sedum ternatum
species:senna-marilandica,species:senna-marilandica,non-crop,Senna marilandica,Southern Wild Senna,Species,Fabaceae,Senna,Senna marilandica
species:senna-obtusifolia,species:senna-obtusifolia,non-crop,Senna obtusifolia,"Sicklepod, Sicklepod Senna, Java Bean, Blunt-leaf Senna, Chinese Senna, Arsenic Weed",Species,Fabaceae,Senna,Senna obtusifolia
species:sesuvium-portulacastrum,species:sesuvium-portulacastrum,non-crop,Sesuvium portulacastrum,"Sea Purslane, Sea Pickle, Shoreline Seapurslane",Species,Aizoaceae,Sesuvium,Sesuvium portulacastrum
species:sherardia-arvensis,species:sherardia-arvensis,non-crop,Sherardia arvensis,"Field Madder, blue fieldmadder, Spurwort",Species,Rubiaceae,Sherardia,Sherardia arvensis
species:shortia-galacifolia,species:shortia-galacifolia,non-crop,Shortia galacifolia,"Oconee Bells, Acony Bell, Southern Oconee-bells, Northern Oconee-bells, Shortia",Species,Diapensiaceae,Shortia,Shortia galacifolia
species:sicyos-angulatus,species:sicyos-angulatus,non-crop,Sicyos angulatus,"Bur Cucumber, Oneseed Bur Cucumber, Star Cucumber",Species,Cucurbitaceae,Sicyos,Sicyos angulatus
species:silene-latifolia,species:silene-latifolia,non-crop,Silene latifolia,"White Campion, White Cockle, Evening Lychnis",Species,Caryophyllaceae,Silene,Silene latifolia
species:silene-regia,species:silene-regia,non-crop,Silene regia,Royal Catchfly,Species,Caryophyllaceae,Silene,Silene regia
species:silene-rotundifolia,species:silene-rotundifolia,non-crop,Silene rotundifolia,Roundleaf Catchfly,Species,Caryophyllaceae,Silene,Silene rotundifolia
species:silene-stellata,species:silene-stellata,non-crop,Silene stellata,"Starry Campion, Widow's Frill",Species,Caryophyllaceae,Silene,Silene stellata
species:silene-virginica,species:silene-virginica,non-crop,Silene virginica,"Fire Pink, Scarlet Catchfly",Species,Caryophyllaceae,Silene,Silene virginica
species:silphium-brachiatum,species:silphium-brachiatum,non-crop,Silphium brachiatum,Cumberland Rosinweed,Species,Asteraceae,Silphium,Silphium brachiatum
species:silphium-mohrii,species:silphium-mohrii,non-crop,Silphium mohrii,"Mohr's Rosinweed, Shaggy Rosinweed",Species,Asteraceae,Silphium,Silphium mohrii
species:silphium-perfoliatum,species:silphium-perfoliatum,non-crop,Silphium perfoliatum,Cup plant,Species,Asteraceae,Silphium,Silphium perfoliatum
species:silphium-pinnatifidum,species:silphium-pinnatifidum,non-crop,Silphium pinnatifidum,"Cutleaf Rosinweed, Cutleaf Prairie Dock, Tansy Rosinweed, Southern Dock",Species,Asteraceae,Silphium,Silphium pinnatifidum
species:silphium-trifoliatum,species:silphium-trifoliatum,non-crop,Silphium trifoliatum,"Whorled Rosinweed, Three-leaved Rosinweed",Species,Asteraceae,Silphium,Silphium trifoliatum
species:silybum-marianum,species:silybum-marianum,non-crop,Silybum marianum,Milk Thistle,Species,Asteraceae,Silybum,Silybum marianum
species:sisyrinchium-angustifolium,species:sisyrinchium-angustifolium,non-crop,Sisyrinchium angustifolium,"Blue-eyed Grass, Stout Blue-eyed Grass, Narrowleaf Blue-eyed Grass",Species,Iridaceae,Sisyrinchium,Sisyrinchium angustifolium
species:sisyrinchium-californicum,species:sisyrinchium-californicum,non-crop,Sisyrinchium californicum,Yellow-Eyed Grass,Species,Iridaceae,Sisyrinchium,Sisyrinchium californicum
species:sisyrinchium-mucronatum,species:sisyrinchium-mucronatum,non-crop,Sisyrinchium mucronatum,"Needletip Blue-eyed Grass, Michaux's Blue-eyed-Grass, Slender Blue-eyed Grass, Narrow-Leaved Blue-eyed-Grass",Species,Iridaceae,Sisyrinchium,Sisyrinchium mucronatum
species:smallanthus-uvedalius,species:smallanthus-uvedalius,non-crop,Smallanthus uvedalius,"Hairy Leafcup, Bear's Foot, Yellow Leafcup, Uvedalia",Species,Asteraceae,Smallanthus,Smallanthus uvedalius
species:smilax-herbacea,species:smilax-herbacea,non-crop,Smilax herbacea,"Smooth Carrionflower, Jacob's Ladder, Common Carrion-flower",Species,Smilacaceae,Smilax,Smilax herbacea
species:solanum-carolinense,species:solanum-carolinense,non-crop,Solanum carolinense,"Carolina Horse Nettle, Bull Nettle, Devil's Tomato",Species,Solanaceae,Solanum,Solanum carolinense
species:solanum-dulcamara,species:solanum-dulcamara,non-crop,Solanum dulcamara,"Climbing Nightshade, Bittersweet Nightshade, Woody Nightshade, European Bittersweet, Fellenwort, Blue Nightshade",Species,Solanaceae,Solanum,Solanum dulcamara
species:solidago-altissima,species:solidago-altissima,non-crop,Solidago altissima,"Tall Goldenrod, Late Goldenrod, Canada Goldenrod",Species,Asteraceae,Solidago,Solidago altissima
species:solidago-curtisii,species:solidago-curtisii,non-crop,Solidago curtisii,"Curtis' Goldenrod, Mountain Decumbent Goldenrod",Species,Asteraceae,Solidago,Solidago curtisii
species:solidago-flexicaulis,species:solidago-flexicaulis,non-crop,Solidago flexicaulis,"Zigzag Goldenrod, Broadleaf Goldenrod",Species,Asteraceae,Solidago,Solidago flexicaulis
species:solidago-speciosa,species:solidago-speciosa,non-crop,Solidago speciosa,Showy Goldenrod,Species,Asteraceae,Solidago,Solidago speciosa
species:sphaeralcea-hastulata,species:sphaeralcea-hastulata,non-crop,Sphaeralcea hastulata,"Spear Globemallow, Spreading Globemallow, Wrinkled Globe Mallow",Species,Malvaceae,Sphaeralcea,Sphaeralcea hastulata
species:sphagneticola-trilobata,species:sphagneticola-trilobata,non-crop,Sphagneticola trilobata,"Bay Biscayne Creeping-Oxeye, Singapore Daisy, Creeping-Oxeye, Trailing Daisy, Wedelia",Species,Asteraceae,Sphagneticola,Sphagneticola trilobata
species:spigelia-marilandica,species:spigelia-marilandica,non-crop,Spigelia marilandica,"Indian Pink, Woodland Pinkroot, Worm grass",Species,Loganiaceae,Spigelia,Spigelia marilandica
species:spiraea-alba,species:spiraea-alba,non-crop,Spiraea alba,"White Meadowsweet, Narrowleaf Meadowsweet, Eastern Meadowsweet, Broadleaf Meadowsweet",Species,Rosaceae,Spiraea,Spiraea alba
species:spiranthes-lacera,species:spiranthes-lacera,non-crop,Spiranthes lacera,"Ladies' Tresses, Northern Slender Lady's Tresses, Southern Slender Ladies' Tresses",Species,Orchidaceae,Spiranthes,Spiranthes lacera
species:stanleya-pinnata,species:stanleya-pinnata,non-crop,Stanleya pinnata,"Desert Prince's Plume, Golden Prince's Plume, Golden Desert Plume, Sentinel Of The Plains",Species,Brassicaceae,Stanleya,Stanleya pinnata
species:staphylea-trifolia,species:staphylea-trifolia,non-crop,Staphylea trifolia,American Bladdernut,Species,Staphyleaceae,Staphylea,Staphylea trifolia
species:stellaria-media,species:stellaria-media,non-crop,Stellaria media,Common Chickweed,Species,Caryophyllaceae,Stellaria,Stellaria media
species:stellaria-pubera,species:stellaria-pubera,non-crop,Stellaria pubera,Star Chickweed,Species,Caryophyllaceae,Stellaria,Stellaria pubera
species:stenanthium-leimanthoides,species:stenanthium-leimanthoides,non-crop,Stenanthium leimanthoides,Pine Barren Death Camas,Species,Melanthiaceae,Stenanthium,Stenanthium leimanthoides
species:streptanthus-cordatus,species:streptanthus-cordatus,non-crop,Streptanthus cordatus,"Heartleaf Twistflower, Heart-Leaved Jewelflower",Species,Brassicaceae,Streptanthus,Streptanthus cordatus
species:stylophorum-diphyllum,species:stylophorum-diphyllum,non-crop,Stylophorum diphyllum,"Wood Poppy, Celandine Poppy",Species,Papaveraceae,Stylophorum,Stylophorum diphyllum
species:stylosanthes-biflora,species:stylosanthes-biflora,non-crop,Stylosanthes biflora,"Pencil Flower, Endbeak Pencilflower, Sidebeak Pencilflower",Species,Fabaceae,Stylosanthes,Stylosanthes biflora
species:symphoricarpos-albus,species:symphoricarpos-albus,non-crop,Symphoricarpos albus,"Common Snowberry, Upright Snowberry",Species,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus
species:symphyotrichum-novae-angliae,species:symphyotrichum-novae-angliae,non-crop,Symphyotrichum novae-angliae,"New England Aster, Michaelmas-daisy",Species,Asteraceae,Symphyotrichum,Symphyotrichum novae-angliae
species:symphyotrichum-patens,species:symphyotrichum-patens,non-crop,Symphyotrichum patens,"Late Purple Aster, Spreading Aster",Species,Asteraceae,Symphyotrichum,Symphyotrichum patens
species:symphyotrichum-pilosum,species:symphyotrichum-pilosum,non-crop,Symphyotrichum pilosum,"Hairy White Oldfield Aster, Frost Aster, White Heath Aster, Downy Aster",Species,Asteraceae,Symphyotrichum,Symphyotrichum pilosum
species:synthyris-missurica,species:synthyris-missurica,non-crop,Synthyris missurica,"Tailed Kittentails, Mountain Kittentails, Mountain Kittentoes",Species,Plantaginaceae,Synthyris,Synthyris missurica
species:syringa-vulgaris,species:syringa-vulgaris,non-crop,Syringa vulgaris,Lilac,Species,Oleaceae,Syringa,Syringa vulgaris
species:tagetes-patula,species:tagetes-patula,non-crop,Tagetes patula,French Marigold,Species,Asteraceae,Tagetes,Tagetes patula
species:tanacetum-coccineum,species:tanacetum-coccineum,non-crop,Tanacetum coccineum,"Painted Daisy, Pyrethrum",Species,Asteraceae,Tanacetum,Tanacetum coccineum
species:tanacetum-vulgare,species:tanacetum-vulgare,non-crop,Tanacetum vulgare,"Common Tansy, Golden Buttons, Bitter Buttons, Cow Bitter, Garden Tansy",Species,Asteraceae,Tanacetum,Tanacetum vulgare
species:taraxacum-officinale,species:taraxacum-officinale,non-crop,Taraxacum officinale,Dandelion,Species,Asteraceae,Taraxacum,Taraxacum officinale
